article_title,revision_id,country,article_quality,population,region
Cheryl Mary Clare Hurst,1242813942.0,Antigua and Barbuda,Stub,0.1,CARIBBEAN
Wilfred Jacobs,1246340247.0,Antigua and Barbuda,Stub,0.1,CARIBBEAN
Rick James (actor),1213836084.0,Antigua and Barbuda,C,0.1,CARIBBEAN
Kiz Johnson,1247632301.0,Antigua and Barbuda,Stub,0.1,CARIBBEAN
Fabian Jones,1247632282.0,Antigua and Barbuda,Stub,0.1,CARIBBEAN
Johnathan Joseph (politician),1241563151.0,Antigua and Barbuda,Stub,0.1,CARIBBEAN
Kelvin Simon,1241592202.0,Antigua and Barbuda,Start,0.1,CARIBBEAN
Harold Lovell,1241564680.0,Antigua and Barbuda,Start,0.1,CARIBBEAN
Edmond Mansoor,1248648606.0,Antigua and Barbuda,Start,0.1,CARIBBEAN
David Massiah,1247632248.0,Antigua and Barbuda,Stub,0.1,CARIBBEAN
Joanne Massiah,1241592526.0,Antigua and Barbuda,Stub,0.1,CARIBBEAN
Dwayne George,1247631631.0,Antigua and Barbuda,Stub,0.1,CARIBBEAN
Knacyntar Nedd,1247514093.0,Antigua and Barbuda,Stub,0.1,CARIBBEAN
Melford Nicholas,1241592535.0,Antigua and Barbuda,Start,0.1,CARIBBEAN
Shawn Nicholas,1247632364.0,Antigua and Barbuda,Stub,0.1,CARIBBEAN
Bernard Percival,1241564686.0,Antigua and Barbuda,Stub,0.1,CARIBBEAN
Jamale Pringle,1241592215.0,Antigua and Barbuda,Stub,0.1,CARIBBEAN
Philip Shoul,1247632342.0,Antigua and Barbuda,Stub,0.1,CARIBBEAN
Rawdon Turner,1247632346.0,Antigua and Barbuda,Stub,0.1,CARIBBEAN
Alincia Williams-Grant,1241592542.0,Antigua and Barbuda,Start,0.1,CARIBBEAN
Juan Alemann,1227499891.0,Argentina,Stub,46.3,SOUTH AMERICA
Germán Alfaro,1223272051.0,Argentina,C,46.3,SOUTH AMERICA
Joaquín Samuel de Anchorena,1227458965.0,Argentina,Start,46.3,SOUTH AMERICA
Juan Agustín Augier,1217815148.0,Argentina,Stub,46.3,SOUTH AMERICA
Uladislao Augier,1217815124.0,Argentina,Stub,46.3,SOUTH AMERICA
Marco Aurelio Avellaneda,1233010330.0,Argentina,Start,46.3,SOUTH AMERICA
Joaquín Belgrano,1229623675.0,Argentina,Start,46.3,SOUTH AMERICA
Antonio Bermejo,1225811362.0,Argentina,Start,46.3,SOUTH AMERICA
Antonio Beruti,1243926512.0,Argentina,Start,46.3,SOUTH AMERICA
Héctor Bidonde,1250713562.0,Argentina,Start,46.3,SOUTH AMERICA
Silvano Bores,1225775647.0,Argentina,Stub,46.3,SOUTH AMERICA
Exequiel Bustillo,1188044851.0,Argentina,Start,46.3,SOUTH AMERICA
Mario Cafiero,1135193654.0,Argentina,Stub,46.3,SOUTH AMERICA
Alberto Manuel Campos,1166331326.0,Argentina,Start,46.3,SOUTH AMERICA
Alejo Castex,1231276700.0,Argentina,C,46.3,SOUTH AMERICA
Dámaso Centeno,1245130520.0,Argentina,Stub,46.3,SOUTH AMERICA
Rossana Chahla,1227517224.0,Argentina,C,46.3,SOUTH AMERICA
Lázaro Chiappe,1232135530.0,Argentina,Stub,46.3,SOUTH AMERICA
Carlos Corach,1227620960.0,Argentina,Stub,46.3,SOUTH AMERICA
Jorge Coscia,1227459720.0,Argentina,Stub,46.3,SOUTH AMERICA
Carlos de la Rosa,1209668330.0,Argentina,Stub,46.3,SOUTH AMERICA
Juan Carlos Del Bello,1225784914.0,Argentina,Stub,46.3,SOUTH AMERICA
Luis L. Domínguez,1234469779.0,Argentina,C,46.3,SOUTH AMERICA
Máximo Etchecopar,1243279888.0,Argentina,Start,46.3,SOUTH AMERICA
Héctor Toty Flores,1067754685.0,Argentina,Stub,46.3,SOUTH AMERICA
Guillermo Francos,1245178482.0,Argentina,Start,46.3,SOUTH AMERICA
Juan Fugl,1148828249.0,Argentina,Stub,46.3,SOUTH AMERICA
Santiago Gallo,1039135531.0,Argentina,Start,46.3,SOUTH AMERICA
Manuel José García,1227616001.0,Argentina,Stub,46.3,SOUTH AMERICA
Juan José Gómez Centurión,1225793565.0,Argentina,Stub,46.3,SOUTH AMERICA
Luis Carlos Gómez Centurión,1225793589.0,Argentina,Stub,46.3,SOUTH AMERICA
Martín Guzmán,1227515965.0,Argentina,C,46.3,SOUTH AMERICA
Federico Helguera,1162056054.0,Argentina,Start,46.3,SOUTH AMERICA
Fernando Iglesias (Argentine politician),1217866134.0,Argentina,C,46.3,SOUTH AMERICA
Ricardo Kennedy,1240898573.0,Argentina,Stub,46.3,SOUTH AMERICA
Carlos Kunkel,1225799546.0,Argentina,Stub,46.3,SOUTH AMERICA
Norberto La Porta,1225799869.0,Argentina,Stub,46.3,SOUTH AMERICA
Andrés Larroque,1248572448.0,Argentina,Start,46.3,SOUTH AMERICA
Julián de Leyva,1234698824.0,Argentina,Stub,46.3,SOUTH AMERICA
Mónica López (politician),797826672.0,Argentina,Stub,46.3,SOUTH AMERICA
Lucio Victorio Mansilla,1210433646.0,Argentina,Start,46.3,SOUTH AMERICA
Nicolás Massot,1222899462.0,Argentina,Start,46.3,SOUTH AMERICA
Martín Menem,1247590161.0,Argentina,Start,46.3,SOUTH AMERICA
Juan Mignaburu,1166892817.0,Argentina,Stub,46.3,SOUTH AMERICA
Guillermo Montenegro,1096175549.0,Argentina,Stub,46.3,SOUTH AMERICA
Mariano Moreno,1248788227.0,Argentina,FA,46.3,SOUTH AMERICA
Marcelo Muniagurria,1242262794.0,Argentina,Start,46.3,SOUTH AMERICA
Fernando Nadra,1238199017.0,Argentina,C,46.3,SOUTH AMERICA
Rómulo Sebastián Naón,1193099129.0,Argentina,Start,46.3,SOUTH AMERICA
Santiago G. O'Farrell,1228141029.0,Argentina,Start,46.3,SOUTH AMERICA
Alfredo Olmedo,1226445117.0,Argentina,Stub,46.3,SOUTH AMERICA
Miguel Ángel Pesce,1211044406.0,Argentina,Start,46.3,SOUTH AMERICA
Carlos Petroni,1199679676.0,Argentina,C,46.3,SOUTH AMERICA
Alejo Peyret,1138003698.0,Argentina,B,46.3,SOUTH AMERICA
Aldo Pignanelli,1106856167.0,Argentina,Stub,46.3,SOUTH AMERICA
Abel Posse,1245068036.0,Argentina,C,46.3,SOUTH AMERICA
Enrique S. Quintana,1016343362.0,Argentina,Start,46.3,SOUTH AMERICA
Amán Rawson,1226040049.0,Argentina,Start,46.3,SOUTH AMERICA
Martín Sabbatella,1166890663.0,Argentina,C,46.3,SOUTH AMERICA
Juan Pablo Schiavi,1195011460.0,Argentina,C,46.3,SOUTH AMERICA
Héctor Tizón,1222501416.0,Argentina,Start,46.3,SOUTH AMERICA
Claudio Uberti,1245464700.0,Argentina,C,46.3,SOUTH AMERICA
Arístides Villanueva,1227361697.0,Argentina,Start,46.3,SOUTH AMERICA
Jorge Yoma,1191859791.0,Argentina,C,46.3,SOUTH AMERICA
Ashot Arsenyan,1218601969.0,Armenia,C,3.0,WESTERN ASIA
Vigen Chitechyan,1124301399.0,Armenia,Stub,3.0,WESTERN ASIA
Hayk Chobanyan,1231768992.0,Armenia,Start,3.0,WESTERN ASIA
Gurgen Egiazaryan,1103745376.0,Armenia,Start,3.0,WESTERN ASIA
Parunak Ferukhan,1214660598.0,Armenia,Stub,3.0,WESTERN ASIA
Gevorg Ghazaryan (politician),1180063729.0,Armenia,Stub,3.0,WESTERN ASIA
Andrias Ghukasyan,1214660728.0,Armenia,Start,3.0,WESTERN ASIA
Aram Grigoryan (politician),1214660921.0,Armenia,Start,3.0,WESTERN ASIA
Vahagn Hovakimyan,1224369324.0,Armenia,Start,3.0,WESTERN ASIA
Tigran Karapetyan,1231946069.0,Armenia,Start,3.0,WESTERN ASIA
Tigran Khzmalyan,1237979345.0,Armenia,C,3.0,WESTERN ASIA
Mikayel Kotanyan,1226313476.0,Armenia,Start,3.0,WESTERN ASIA
Hrant Maloyan,1250311867.0,Armenia,C,3.0,WESTERN ASIA
Khachatur Malumian,1210493386.0,Armenia,C,3.0,WESTERN ASIA
Aram Manukyan,1214661551.0,Armenia,Start,3.0,WESTERN ASIA
Gevorg Melik-Karagyozyan,1180063778.0,Armenia,Stub,3.0,WESTERN ASIA
Vahan Minakhoryan,1214661649.0,Armenia,Stub,3.0,WESTERN ASIA
Ruben Miroyan,1228290809.0,Armenia,Start,3.0,WESTERN ASIA
Ruben Mirzakhanyan,1214661775.0,Armenia,Start,3.0,WESTERN ASIA
Badal Muradyan,1214662146.0,Armenia,Start,3.0,WESTERN ASIA
Narine Tukhikyan,1233470777.0,Armenia,Start,3.0,WESTERN ASIA
Gabriel Noradoungian,1240224564.0,Armenia,C,3.0,WESTERN ASIA
Israel Ori,1214986895.0,Armenia,Start,3.0,WESTERN ASIA
Paul Paul,1215924661.0,Armenia,Start,3.0,WESTERN ASIA
Garo Paylan,1249622641.0,Armenia,C,3.0,WESTERN ASIA
Genrikh Poghosyan,1214662694.0,Armenia,Start,3.0,WESTERN ASIA
Ishkhan Saghatelyan,1243510830.0,Armenia,GA,3.0,WESTERN ASIA
Karen Sargsyan (sociologist),1217803359.0,Armenia,Start,3.0,WESTERN ASIA
Martiros Sarukhanyan,1214669503.0,Armenia,Stub,3.0,WESTERN ASIA
Vartkes Serengülian,1214669611.0,Armenia,Start,3.0,WESTERN ASIA
Suren Shadunts,1242146414.0,Armenia,Start,3.0,WESTERN ASIA
Ohannes Tchekidjian,1215201883.0,Armenia,Start,3.0,WESTERN ASIA
Hrayr Tovmasyan,1243511026.0,Armenia,Stub,3.0,WESTERN ASIA
Usub Bek Temuryan,1243494457.0,Armenia,Stub,3.0,WESTERN ASIA
Kegham Vanigian,1214670011.0,Armenia,Start,3.0,WESTERN ASIA
Serop Zakaryan,1222543352.0,Armenia,Stub,3.0,WESTERN ASIA
Hrant Maloyan,1250311867.0,Syria,C,23.2,WESTERN ASIA
Adil Arslan,1221969287.0,Syria,C,23.2,WESTERN ASIA
Mohammed Akkad,1212170538.0,Syria,Stub,23.2,WESTERN ASIA
Sultan al-Atrash,1249371663.0,Syria,C,23.2,WESTERN ASIA
Ayyash Al-Haj,1237147110.0,Syria,GA,23.2,WESTERN ASIA
Ghias Barakat,1194543288.0,Syria,C,23.2,WESTERN ASIA
Subhi Bey Barakat,1249443896.0,Syria,Start,23.2,WESTERN ASIA
Abdul Qader Barmada,1207792124.0,Syria,Stub,23.2,WESTERN ASIA
Tawfiq Bay,1219730900.0,Syria,Start,23.2,WESTERN ASIA
Ibrahim Biro,1143751897.0,Syria,Start,23.2,WESTERN ASIA
Yusuf Franko Coussa,1217309774.0,Syria,Stub,23.2,WESTERN ASIA
Amir al-Dandal,1119046699.0,Syria,Start,23.2,WESTERN ASIA
Abd al-Razzaq al-Dandashi,1063356756.0,Syria,Start,23.2,WESTERN ASIA
Ahmad Diyab,1221200569.0,Syria,Stub,23.2,WESTERN ASIA
Hadad-yith'i,1226253908.0,Syria,C,23.2,WESTERN ASIA
Hisham Marwah,1190361034.0,Syria,Stub,23.2,WESTERN ASIA
Edmond Al-Homsi,1160959602.0,Syria,Stub,23.2,WESTERN ASIA
Louay Hussein,1218353001.0,Syria,Start,23.2,WESTERN ASIA
Ihsan Al Jabri,1234945394.0,Syria,Stub,23.2,WESTERN ASIA
Jihad Makdissi,1152065786.0,Syria,C,23.2,WESTERN ASIA
Mohammad Jumah,1031226079.0,Syria,Stub,23.2,WESTERN ASIA
Sami al-Jundi,1198776886.0,Syria,C,23.2,WESTERN ASIA
Kamal al-Qassab,1178981048.0,Syria,Stub,23.2,WESTERN ASIA
Kamil Pasha al-Qudsi,1179052230.0,Syria,Stub,23.2,WESTERN ASIA
Abdul-Aziz al-Khair,1250373499.0,Syria,C,23.2,WESTERN ASIA
Fayez al-Khoury,1225987131.0,Syria,Stub,23.2,WESTERN ASIA
Mar'i Pasha al-Mallah,1210271884.0,Syria,Start,23.2,WESTERN ASIA
Antun Maqdisi,1012298345.0,Syria,Start,23.2,WESTERN ASIA
Mahmoud Ahmad Marei,1230265066.0,Syria,Stub,23.2,WESTERN ASIA
Muhammad Talab Hilal,1177246555.0,Syria,C,23.2,WESTERN ASIA
Mustafa al-Mousa,1232328719.0,Syria,Stub,23.2,WESTERN ASIA
Mustafa al-Siba'i,1222139654.0,Syria,Start,23.2,WESTERN ASIA
Shukri al-Quwatli,1249646378.0,Syria,FA,23.2,WESTERN ASIA
Nasim al-Safarjalani,1170899887.0,Syria,Start,23.2,WESTERN ASIA
Salem al-Meslet,1233316986.0,Syria,Stub,23.2,WESTERN ASIA
Muhammad al-Sufi,1240829022.0,Syria,C,23.2,WESTERN ASIA
Mohammad Farouk Tayfour,1227582547.0,Syria,Stub,23.2,WESTERN ASIA
Alfons Adam,1244617588.0,Austria,Start,9.2,WESTERN EUROPE
Ingo Appelt,1244447844.0,Austria,Stub,9.2,WESTERN EUROPE
"Maximilian Anton Karl, Count Baillet de Latour",1226152632.0,Austria,Start,9.2,WESTERN EUROPE
Heinrich Alfred Barb,1214670404.0,Austria,Start,9.2,WESTERN EUROPE
Leopold Berchtold,1228353209.0,Austria,C,9.2,WESTERN EUROPE
Joseph Buttinger,1214670744.0,Austria,Start,9.2,WESTERN EUROPE
Prince Carl of Solms-Braunfels,1237091760.0,Austria,C,9.2,WESTERN EUROPE
Count Václav Antonín Chotek of Chotkov and Vojnín,1214682376.0,Austria,Start,9.2,WESTERN EUROPE
Citizens' Ministry,1200893975.0,Austria,C,9.2,WESTERN EUROPE
Richard von Coudenhove-Kalergi,1243336388.0,Austria,C,9.2,WESTERN EUROPE
Franz Dinghofer,1244619292.0,Austria,GA,9.2,WESTERN EUROPE
George Abraham von Dyhrn,1231555745.0,Austria,Stub,9.2,WESTERN EUROPE
Eduard von Grebmer zu Wolfsthurn,1216075327.0,Austria,Start,9.2,WESTERN EUROPE
Barbara Eibinger-Miedl,1216075327.0,Austria,Start,9.2,WESTERN EUROPE
Hans Ferlitsch,1240489075.0,Austria,Stub,9.2,WESTERN EUROPE
Friedhelm Frischenschlager,1223497595.0,Austria,Start,9.2,WESTERN EUROPE
Walter Guggenberger,1154443829.0,Austria,Start,9.2,WESTERN EUROPE
Ulrich Habsburg-Lothringen,1216088776.0,Austria,Start,9.2,WESTERN EUROPE
Ernst Hampel (politician),1232067132.0,Austria,Stub,9.2,WESTERN EUROPE
Hans Peter Haselsteiner,1226351964.0,Austria,Start,9.2,WESTERN EUROPE
Friedrich Wilhelm von Haugwitz,1215043658.0,Austria,C,9.2,WESTERN EUROPE
Eduard Hedvicek,1215043825.0,Austria,Stub,9.2,WESTERN EUROPE
Hermann Stern,1215044008.0,Austria,C,9.2,WESTERN EUROPE
Jürgen Himmelbauer,1215045853.0,Austria,Stub,9.2,WESTERN EUROPE
Anton Hofer,1215044432.0,Austria,Start,9.2,WESTERN EUROPE
Andreas Hörtnagl,1215046038.0,Austria,Stub,9.2,WESTERN EUROPE
Franz Jetzinger,1214236945.0,Austria,Start,9.2,WESTERN EUROPE
Konstantin Jireček,1242771327.0,Austria,C,9.2,WESTERN EUROPE
Hugo Jury,1225140706.0,Austria,C,9.2,WESTERN EUROPE
Joseph Kenner,1169137921.0,Austria,Start,9.2,WESTERN EUROPE
Theodor Kery,1215046740.0,Austria,Stub,9.2,WESTERN EUROPE
Michael Killisch-Horn,1106829544.0,Austria,Stub,9.2,WESTERN EUROPE
Sophia Kircher,1242552103.0,Austria,Stub,9.2,WESTERN EUROPE
Hubert Klausner,1242810704.0,Austria,Start,9.2,WESTERN EUROPE
Martin Kocher,1241392879.0,Austria,Stub,9.2,WESTERN EUROPE
Józef Kożdoń,1215053905.0,Austria,C,9.2,WESTERN EUROPE
Gottfried von Kühnelt-Leddihn,1235730032.0,Austria,Start,9.2,WESTERN EUROPE
Franz Leitner (politician),1215054152.0,Austria,Stub,9.2,WESTERN EUROPE
Elmar Lichtenegger,1215483185.0,Austria,Start,9.2,WESTERN EUROPE
Julius Lippert (historian),1248432097.0,Austria,Stub,9.2,WESTERN EUROPE
Reinhold Lopatka,1250933660.0,Austria,Stub,9.2,WESTERN EUROPE
Karl Lütgendorf,1231556108.0,Austria,Stub,9.2,WESTERN EUROPE
Jürgen Mandl,1215054486.0,Austria,Stub,9.2,WESTERN EUROPE
Renate Mann,1099978355.0,Austria,Stub,9.2,WESTERN EUROPE
Ferdinand Mannlicher,1250188481.0,Austria,C,9.2,WESTERN EUROPE
Christoph Matznetter,1250934182.0,Austria,Start,9.2,WESTERN EUROPE
Johann Gregor Memhardt,1226209962.0,Austria,Stub,9.2,WESTERN EUROPE
Franz Moroder,1228417930.0,Austria,C,9.2,WESTERN EUROPE
Heinz Nittel,1226214871.0,Austria,Stub,9.2,WESTERN EUROPE
Heidemaria Onodi,1246630894.0,Austria,Start,9.2,WESTERN EUROPE
Brigitta Pallauf,1215184008.0,Austria,Start,9.2,WESTERN EUROPE
Wladimir von Pawlowski,1242446030.0,Austria,Stub,9.2,WESTERN EUROPE
Johann Anton von Pergen,1248404055.0,Austria,C,9.2,WESTERN EUROPE
Gerhard Pfanzelter,1238011369.0,Austria,Start,9.2,WESTERN EUROPE
Walter Pfrimer,1249288737.0,Austria,C,9.2,WESTERN EUROPE
Leopold Poetsch,1248552155.0,Austria,Start,9.2,WESTERN EUROPE
Thomas Prinzhorn,1215185462.0,Austria,C,9.2,WESTERN EUROPE
Gregor Razumovsky (activist),1236098636.0,Austria,C,9.2,WESTERN EUROPE
Horst Rosenkranz,1215185628.0,Austria,Start,9.2,WESTERN EUROPE
Emil Sax,1215185845.0,Austria,Start,9.2,WESTERN EUROPE
Peter Schieder,1239601735.0,Austria,Start,9.2,WESTERN EUROPE
Karl Schmitzer,1215186109.0,Austria,Stub,9.2,WESTERN EUROPE
Sonja Zwazl,1235856770.0,Austria,Start,9.2,WESTERN EUROPE
"Georg Adam, Prince of Starhemberg",1215186237.0,Austria,C,9.2,WESTERN EUROPE
Gundaker Thomas Starhemberg,1246777408.0,Austria,Start,9.2,WESTERN EUROPE
Josef Staribacher,1215186443.0,Austria,Stub,9.2,WESTERN EUROPE
Peter Strasser (politician),1240951343.0,Austria,Start,9.2,WESTERN EUROPE
Julius Tandler,1153989705.0,Austria,Start,9.2,WESTERN EUROPE
"Leopold, Count von Thun und Hohenstein",1215186791.0,Austria,C,9.2,WESTERN EUROPE
Karl Freiherr von Vogelsang,1231556362.0,Austria,Start,9.2,WESTERN EUROPE
Anton von Winzor,1231556425.0,Austria,Stub,9.2,WESTERN EUROPE
Gisela Wurm,1215187415.0,Austria,Stub,9.2,WESTERN EUROPE
Alexander Zach,1215187552.0,Austria,Stub,9.2,WESTERN EUROPE
Curt Franz Wenzel Christoph Erdmann Graf Zedtwitz von Moraván und Duppau,1243965585.0,Austria,Start,9.2,WESTERN EUROPE
Karl von Zinzendorf,1240906258.0,Austria,Start,9.2,WESTERN EUROPE
Count Václav Antonín Chotek of Chotkov and Vojnín,1214682376.0,Czechia,Start,10.9,EASTERN EUROPE
Eduard Hedvicek,1215043825.0,Czechia,Stub,10.9,EASTERN EUROPE
"Leopold, Count von Thun und Hohenstein",1215186791.0,Czechia,C,10.9,EASTERN EUROPE
Josef Barák,1226223919.0,Czechia,Stub,10.9,EASTERN EUROPE
Dagmar Burešová,1193622801.0,Czechia,C,10.9,EASTERN EUROPE
František Ringo Čech,1240795935.0,Czechia,C,10.9,EASTERN EUROPE
Jaroslav Chalupský,1117846787.0,Czechia,Stub,10.9,EASTERN EUROPE
Petr Cibulka,1210656703.0,Czechia,Start,10.9,EASTERN EUROPE
Josef Šebestián Daubek,1187583083.0,Czechia,Start,10.9,EASTERN EUROPE
Karel Domin,1233866042.0,Czechia,Start,10.9,EASTERN EUROPE
Jaroslav Foldyna,1244076107.0,Czechia,Start,10.9,EASTERN EUROPE
Vladimír Franz,1248620062.0,Czechia,C,10.9,EASTERN EUROPE
Josef Václav Frič,1221494976.0,Czechia,Start,10.9,EASTERN EUROPE
Radola Gajda,1220980390.0,Czechia,C,10.9,EASTERN EUROPE
Julius Gregr,395521877.0,Czechia,Stub,10.9,EASTERN EUROPE
Tomáš Grulich,1248266864.0,Czechia,Stub,10.9,EASTERN EUROPE
Karel Havlík,1100828466.0,Czechia,Stub,10.9,EASTERN EUROPE
Vladimír Hučín,1123581664.0,Czechia,Start,10.9,EASTERN EUROPE
Stanislav Huml,1235129120.0,Czechia,Stub,10.9,EASTERN EUROPE
Martin Jahn,1214958856.0,Czechia,Start,10.9,EASTERN EUROPE
Antonín Janoušek,1241436446.0,Czechia,Start,10.9,EASTERN EUROPE
Josef Ježek,1220213589.0,Czechia,C,10.9,EASTERN EUROPE
Ladislav Jirků,1121164966.0,Czechia,Stub,10.9,EASTERN EUROPE
Svatopluk Karásek,1174014061.0,Czechia,Stub,10.9,EASTERN EUROPE
"Wenzel Anton, Prince of Kaunitz-Rietberg",1246396121.0,Czechia,C,10.9,EASTERN EUROPE
Philip Kinsky of Wchinitz and Tettau,1173967196.0,Czechia,Start,10.9,EASTERN EUROPE
Bohuslav Kokotek,1153657412.0,Czechia,Start,10.9,EASTERN EUROPE
Jiří Kopal,1229089252.0,Czechia,C,10.9,EASTERN EUROPE
Jan Krejčí,1133055905.0,Czechia,C,10.9,EASTERN EUROPE
Tomáš Kvapil,1180976983.0,Czechia,Stub,10.9,EASTERN EUROPE
Jan Lacina,1193596060.0,Czechia,GA,10.9,EASTERN EUROPE
Lubomír Ledl,1189600825.0,Czechia,Stub,10.9,EASTERN EUROPE
Miroslav Lidinský,1226706928.0,Czechia,C,10.9,EASTERN EUROPE
Jiří Lobkowicz,1036408754.0,Czechia,Stub,10.9,EASTERN EUROPE
Jiří Löw,1241435562.0,Czechia,C,10.9,EASTERN EUROPE
Ivan Mašek,1174219428.0,Czechia,Stub,10.9,EASTERN EUROPE
Mikuláš of Hus,1243344552.0,Czechia,Stub,10.9,EASTERN EUROPE
Zdeněk Mraček,1106394242.0,Czechia,Stub,10.9,EASTERN EUROPE
Jana Nečasová,1238159043.0,Czechia,Stub,10.9,EASTERN EUROPE
Joseph Nekl,1218312060.0,Czechia,Stub,10.9,EASTERN EUROPE
Jiří Oberfalzer,1209099891.0,Czechia,Start,10.9,EASTERN EUROPE
Roman Onderka,1185739645.0,Czechia,Stub,10.9,EASTERN EUROPE
Vladimír Oplt,1193837597.0,Czechia,Stub,10.9,EASTERN EUROPE
Mojmír Povolný,1191275971.0,Czechia,GA,10.9,EASTERN EUROPE
Vladimír Príkazský,1130269382.0,Czechia,Start,10.9,EASTERN EUROPE
Ondřej Přikryl,1225554044.0,Czechia,Start,10.9,EASTERN EUROPE
Jozef Regec,1215884348.0,Czechia,Stub,10.9,EASTERN EUROPE
František Reichel,1174354877.0,Czechia,Stub,10.9,EASTERN EUROPE
Bedřich Reicin,1195019933.0,Czechia,Start,10.9,EASTERN EUROPE
Richard Sacher,1240158146.0,Czechia,Stub,10.9,EASTERN EUROPE
Tomáš Eduard Šilinger,1164900220.0,Czechia,Stub,10.9,EASTERN EUROPE
Karel Sladkovský,1217162203.0,Czechia,Start,10.9,EASTERN EUROPE
Karel Štogl,1139514275.0,Czechia,Start,10.9,EASTERN EUROPE
Matěj Stropnický,1247626057.0,Czechia,Stub,10.9,EASTERN EUROPE
Jiří Svoboda (director),1250870275.0,Czechia,Start,10.9,EASTERN EUROPE
Miroslav Tetter,1208274112.0,Czechia,Start,10.9,EASTERN EUROPE
Tomáš Vandas,1243347736.0,Czechia,Start,10.9,EASTERN EUROPE
Jiří Ventruba,1179850177.0,Czechia,Stub,10.9,EASTERN EUROPE
Jan Vrba (politician),1149096884.0,Czechia,Stub,10.9,EASTERN EUROPE
Stanislav Žalud,1186170185.0,Czechia,Stub,10.9,EASTERN EUROPE
Muzamil Abdullayev,1223484511.0,Azerbaijan,Stub,10.2,WESTERN ASIA
Leyla Abdullayeva,1230366514.0,Azerbaijan,Start,10.2,WESTERN ASIA
Elchin Afandiyev,1243626881.0,Azerbaijan,Start,10.2,WESTERN ASIA
Fazail Agamali,1250642641.0,Azerbaijan,C,10.2,WESTERN ASIA
Aliabbas Salahzade,1211047878.0,Azerbaijan,Start,10.2,WESTERN ASIA
Enver Alikhanov,1161577254.0,Azerbaijan,Stub,10.2,WESTERN ASIA
Tarlan Aliyarbayov,1240965677.0,Azerbaijan,GA,10.2,WESTERN ASIA
Dilara Aliyeva,1236388140.0,Azerbaijan,Start,10.2,WESTERN ASIA
Araz Alizadeh,1246060446.0,Azerbaijan,Stub,10.2,WESTERN ASIA
Ali Asadov,1237483914.0,Azerbaijan,C,10.2,WESTERN ASIA
Ashraf Bey Taghiyev,1213943020.0,Azerbaijan,Start,10.2,WESTERN ASIA
Chimnaz Aslanova,1245503366.0,Azerbaijan,Start,10.2,WESTERN ASIA
Akram Aylisli,1247420701.0,Azerbaijan,C,10.2,WESTERN ASIA
Sahil Babayev,1207600921.0,Azerbaijan,C,10.2,WESTERN ASIA
Huseyngulu Baghirov,1199215674.0,Azerbaijan,Start,10.2,WESTERN ASIA
Bakhish bey Rustambeyov,1246060690.0,Azerbaijan,Start,10.2,WESTERN ASIA
Alovsat Bakhshiyev,1207738330.0,Azerbaijan,Start,10.2,WESTERN ASIA
Mirgasim Cheshmazer,1226415908.0,Azerbaijan,Start,10.2,WESTERN ASIA
Vilayat Eyvazov,1208072134.0,Azerbaijan,Start,10.2,WESTERN ASIA
Abdurrahman Fatalibeyli,1241052691.0,Azerbaijan,C,10.2,WESTERN ASIA
Fazail Ibrahimli,1243509483.0,Azerbaijan,Start,10.2,WESTERN ASIA
Afshan Gadimbeyova,1243747432.0,Azerbaijan,Start,10.2,WESTERN ASIA
Garib Karimoğlu,1246060699.0,Azerbaijan,Start,10.2,WESTERN ASIA
Gudrat Gasanguliev,1234004989.0,Azerbaijan,Start,10.2,WESTERN ASIA
Mehrali Gasimov,1234004989.0,Azerbaijan,Start,10.2,WESTERN ASIA
Solomon Grobshtein,1067081975.0,Azerbaijan,Stub,10.2,WESTERN ASIA
Teymur Guliyev,1232296078.0,Azerbaijan,Stub,10.2,WESTERN ASIA
Mammad Gurbanov,1237445893.0,Azerbaijan,Start,10.2,WESTERN ASIA
Musa Hacigasimov,1236490449.0,Azerbaijan,Stub,10.2,WESTERN ASIA
Asaf Hajiyev,1235219197.0,Azerbaijan,C,10.2,WESTERN ASIA
Haji Molla Ahmad Nuruzade,1239189558.0,Azerbaijan,GA,10.2,WESTERN ASIA
Farhad Hajiyev,1246286594.0,Azerbaijan,Start,10.2,WESTERN ASIA
Hasan Majidov,1236490430.0,Azerbaijan,Start,10.2,WESTERN ASIA
Hasan Hasanli,1244589428.0,Azerbaijan,Start,10.2,WESTERN ASIA
Jamil Hasanli,1248447237.0,Azerbaijan,C,10.2,WESTERN ASIA
Ali M. Hasanov,1245282668.0,Azerbaijan,C,10.2,WESTERN ASIA
Zakir Hasanov,1224596001.0,Azerbaijan,C,10.2,WESTERN ASIA
Ali Huseynli,1245270394.0,Azerbaijan,Start,10.2,WESTERN ASIA
Alisahib Huseynov,1246588423.0,Azerbaijan,Start,10.2,WESTERN ASIA
Ali Ibrahimov,1244157806.0,Azerbaijan,Start,10.2,WESTERN ASIA
Irshad Aliyev,1225308278.0,Azerbaijan,Stub,10.2,WESTERN ASIA
Mamed Iskenderov,1244201378.0,Azerbaijan,Start,10.2,WESTERN ASIA
Vidadi Isgandarov,1249203876.0,Azerbaijan,Start,10.2,WESTERN ASIA
Ajdar Ismailov,1157124148.0,Azerbaijan,C,10.2,WESTERN ASIA
Saftar Jafarov,1222623261.0,Azerbaijan,Start,10.2,WESTERN ASIA
Jeyhun Jalilov,1228687346.0,Azerbaijan,Start,10.2,WESTERN ASIA
